1:[(2, 'BLUE'), (5, 'BLUE'), (9, 'RED'), (7, 'WHITE'), (10, 'WHITE'), (10, 'WHITE'), (9, 'WHITE'), (8, 'WHITE'), (10, 'WHITE'), (9, 'RED'), (7, 'WHITE'), (4, 'WHITE'), (2, 'WHITE'), (1, 'WHITE'), (8, 'WHITE'), (3, 'WHITE'), (5, 'WHITE'), (10, 'WHITE'), (0, 'WHITE'), (7, 'WHITE'), (10, 'WHITE'), (2, 'WHITE'), (8, 'WHITE'), (6, 'WHITE'), (8, 'WHITE'), (4, 'RED'), (10, 'WHITE'), (7, 'WHITE'), (8, 'WHITE'), (2, 'WHITE'), (7, 'WHITE'), (8, 'WHITE'), (7, 'WHITE'), (10, 'WHITE'), (2, 'WHITE'), (2, 'WHITE'), (9, 'WHITE'), (4, 'WHITE'), (7, 'WHITE'), (3, 'WHITE'), (7, 'WHITE'), (1, 'WHITE'), (8, 'WHITE'), (7, 'RED'), (5, 'WHITE'), (2, 'RED'), (8, 'WHITE'), (3, 'WHITE'), (5, 'WHITE'), (3, 'WHITE')]
25:[(8, 'WHITE'), (9, 'WHITE'), (10, 'WHITE'), (0, 'WHITE'), (4, 'WHITE'), (6, 'WHITE'), (6, 'RED'), (6, 'WHITE'), (5, 'RED'), (5, 'WHITE'), (1, 'RED'), (0, 'WHITE'), (1, 'WHITE'), (4, 'WHITE'), (2, 'WHITE'), (3, 'WHITE'), (8, 'WHITE'), (1, 'RED'), (1, 'WHITE'), (1, 'WHITE'), (4, 'WHITE'), (8, 'WHITE'), (1, 'RED'), (9, 'WHITE'), (3, 'WHITE'), (6, 'WHITE'), (2, 'WHITE'), (6, 'WHITE'), (0, 'WHITE'), (1, 'WHITE'), (1, 'WHITE'), (9, 'WHITE'), (5, 'WHITE'), (9, 'WHITE'), (4, 'WHITE'), (2, 'WHITE'), (0, 'RED'), (10, 'WHITE'), (2, 'WHITE'), (5, 'WHITE'), (8, 'WHITE'), (7, 'WHITE'), (1, 'WHITE'), (10, 'WHITE'), (4, 'WHITE'), (8, 'WHITE'), (9, 'WHITE'), (2, 'WHITE'), (4, 'WHITE'), (4, 'WHITE')]
26:[(5, 'WHITE'), (1, 'RED'), (10, 'WHITE'), (8, 'WHITE'), (2, 'WHITE'), (9, 'WHITE'), (6, 'RED'), (6, 'WHITE'), (5, 'WHITE'), (4, 'WHITE'), (2, 'WHITE'), (2, 'WHITE'), (0, 'WHITE'), (4, 'WHITE'), (3, 'RED'), (6, 'WHITE'), (0, 'WHITE'), (6, 'RED'), (8, 'WHITE'), (8, 'WHITE'), (9, 'WHITE'), (2, 'WHITE'), (1, 'WHITE'), (3, 'RED'), (2, 'WHITE'), (8, 'RED'), (1, 'WHITE'), (8, 'WHITE'), (10, 'RED'), (3, 'WHITE'), (0, 'WHITE'), (1, 'RED'), (1, 'WHITE'), (7, 'WHITE'), (7, 'WHITE'), (0, 'WHITE'), (2, 'WHITE'), (1, 'RED'), (6, 'WHITE'), (1, 'WHITE'), (3, 'WHITE'), (1, 'WHITE'), (9, 'RED'), (5, 'WHITE'), (4, 'WHITE'), (10, 'WHITE'), (0, 'WHITE'), (8, 'WHITE'), (10, 'WHITE'), (8, 'WHITE')]
27:[(5, 'WHITE'), (5, 'WHITE'), (6, 'WHITE'), (5, 'WHITE'), (8, 'WHITE'), (9, 'WHITE'), (5, 'WHITE'), (8, 'WHITE'), (10, 'WHITE'), (5, 'WHITE'), (9, 'WHITE'), (2, 'WHITE'), (10, 'WHITE'), (10, 'WHITE'), (2, 'WHITE'), (1, 'WHITE'), (2, 'WHITE'), (8, 'WHITE'), (5, 'WHITE'), (1, 'WHITE'), (5, 'WHITE'), (5, 'WHITE'), (6, 'WHITE'), (4, 'RED'), (2, 'WHITE'), (8, 'WHITE'), (1, 'WHITE'), (7, 'WHITE'), (10, 'WHITE'), (2, 'WHITE'), (2, 'WHITE'), (0, 'WHITE'), (9, 'WHITE'), (4, 'RED'), (3, 'WHITE'), (7, 'WHITE'), (4, 'WHITE'), (3, 'WHITE'), (2, 'WHITE'), (7, 'RED'), (6, 'WHITE'), (0, 'WHITE'), (8, 'WHITE'), (5, 'WHITE'), (1, 'WHITE'), (4, 'WHITE'), (10, 'WHITE'), (10, 'WHITE'), (9, 'WHITE'), (3, 'WHITE')]
28:[(5, 'WHITE'), (7, 'WHITE'), (5, 'WHITE'), (5, 'WHITE'), (1, 'WHITE'), (8, 'WHITE'), (6, 'WHITE'), (1, 'WHITE'), (9, 'WHITE'), (6, 'WHITE'), (5, 'WHITE'), (9, 'WHITE'), (7, 'WHITE'), (7, 'WHITE'), (7, 'WHITE'), (9, 'WHITE'), (7, 'WHITE'), (6, 'WHITE'), (5, 'WHITE'), (3, 'WHITE'), (0, 'WHITE'), (8, 'WHITE'), (9, 'WHITE'), (2, 'WHITE'), (8, 'WHITE'), (9, 'WHITE'), (1, 'WHITE'), (9, 'RED'), (4, 'WHITE'), (5, 'WHITE'), (6, 'WHITE'), (2, 'WHITE'), (4, 'WHITE'), (9, 'WHITE'), (7, 'WHITE'), (9, 'WHITE'), (5, 'WHITE'), (3, 'WHITE'), (7, 'RED'), (2, 'WHITE'), (5, 'WHITE'), (3, 'WHITE'), (8, 'WHITE'), (9, 'RED'), (0, 'WHITE'), (1, 'WHITE'), (10, 'WHITE'), (4, 'WHITE'), (6, 'WHITE'), (7, 'WHITE')]
29:[(0, 'WHITE'), (5, 'WHITE'), (0, 'WHITE'), (5, 'WHITE'), (7, 'WHITE'), (3, 'WHITE'), (3, 'WHITE'), (1, 'WHITE'), (10, 'WHITE'), (6, 'WHITE'), (6, 'WHITE'), (6, 'WHITE'), (1, 'WHITE'), (0, 'RED'), (7, 'WHITE'), (3, 'WHITE'), (3, 'WHITE'), (7, 'WHITE'), (3, 'WHITE'), (4, 'WHITE'), (4, 'WHITE'), (3, 'WHITE'), (8, 'WHITE'), (4, 'WHITE'), (9, 'WHITE'), (3, 'WHITE'), (3, 'RED'), (9, 'WHITE'), (2, 'WHITE'), (0, 'WHITE'), (7, 'WHITE'), (4, 'WHITE'), (0, 'WHITE'), (8, 'WHITE'), (9, 'WHITE'), (10, 'WHITE'), (10, 'WHITE'), (10, 'WHITE'), (9, 'WHITE'), (10, 'WHITE'), (8, 'WHITE'), (6, 'WHITE'), (6, 'WHITE'), (1, 'WHITE'), (2, 'WHITE'), (10, 'WHITE'), (10, 'WHITE'), (4, 'RED'), (3, 'RED'), (10, 'WHITE')]
30:[(7, 'WHITE'), (9, 'WHITE'), (8, 'WHITE'), (7, 'WHITE'), (0, 'WHITE'), (6, 'RED'), (4, 'WHITE'), (9, 'WHITE'), (7, 'WHITE'), (10, 'WHITE'), (1, 'WHITE'), (6, 'WHITE'), (10, 'WHITE'), (7, 'WHITE'), (4, 'WHITE'), (0, 'WHITE'), (7, 'WHITE'), (9, 'WHITE'), (0, 'WHITE'), (0, 'WHITE'), (0, 'WHITE'), (10, 'WHITE'), (0, 'RED'), (10, 'WHITE'), (10, 'WHITE'), (5, 'WHITE'), (2, 'WHITE'), (5, 'RED'), (5, 'WHITE'), (4, 'WHITE'), (2, 'WHITE'), (0, 'WHITE'), (4, 'WHITE'), (10, 'WHITE'), (5, 'WHITE'), (2, 'WHITE'), (8, 'WHITE'), (5, 'WHITE'), (0, 'WHITE'), (7, 'RED'), (1, 'WHITE'), (0, 'WHITE'), (3, 'WHITE'), (1, 'WHITE'), (6, 'WHITE'), (4, 'WHITE'), (3, 'WHITE'), (7, 'WHITE'), (2, 'WHITE'), (9, 'WHITE')]
31:[(0, 'WHITE'), (5, 'WHITE'), (1, 'WHITE'), (4, 'WHITE'), (5, 'WHITE'), (7, 'WHITE'), (10, 'WHITE'), (1, 'WHITE'), (2, 'WHITE'), (2, 'WHITE'), (0, 'WHITE'), (7, 'WHITE'), (0, 'RED'), (4, 'WHITE'), (9, 'WHITE'), (7, 'WHITE'), (3, 'WHITE'), (3, 'WHITE'), (1, 'WHITE'), (10, 'WHITE'), (9, 'WHITE'), (9, 'WHITE'), (8, 'WHITE'), (4, 'WHITE'), (6, 'RED'), (2, 'RED'), (2, 'WHITE'), (7, 'WHITE'), (4, 'WHITE'), (3, 'WHITE'), (6, 'WHITE'), (6, 'WHITE'), (2, 'RED'), (4, 'WHITE'), (3, 'WHITE'), (8, 'RED'), (2, 'WHITE'), (5, 'RED'), (3, 'WHITE'), (9, 'WHITE'), (1, 'WHITE'), (6, 'WHITE'), (8, 'WHITE'), (5, 'WHITE'), (1, 'WHITE'), (10, 'WHITE'), (9, 'WHITE'), (3, 'RED'), (9, 'WHITE'), (1, 'WHITE')]
32:[(9, 'WHITE'), (1, 'WHITE'), (7, 'WHITE'), (5, 'WHITE'), (0, 'WHITE'), (6, 'WHITE'), (8, 'WHITE'), (1, 'WHITE'), (4, 'WHITE'), (5, 'WHITE'), (8, 'WHITE'), (7, 'WHITE'), (6, 'WHITE'), (4, 'WHITE'), (2, 'WHITE'), (3, 'WHITE'), (1, 'WHITE'), (5, 'WHITE'), (2, 'WHITE'), (1, 'WHITE'), (1, 'WHITE'), (10, 'WHITE'), (2, 'WHITE'), (6, 'WHITE'), (3, 'WHITE'), (4, 'WHITE'), (6, 'WHITE'), (8, 'WHITE'), (2, 'WHITE'), (1, 'WHITE'), (4, 'WHITE'), (6, 'RED'), (6, 'WHITE'), (3, 'WHITE'), (2, 'WHITE'), (2, 'WHITE'), (10, 'WHITE'), (7, 'WHITE'), (3, 'WHITE'), (2, 'WHITE'), (8, 'WHITE'), (5, 'WHITE'), (1, 'WHITE'), (8, 'WHITE'), (5, 'WHITE'), (2, 'RED'), (8, 'WHITE'), (1, 'WHITE'), (10, 'WHITE'), (5, 'RED')]
33:[(10, 'WHITE'), (9, 'WHITE'), (6, 'WHITE'), (3, 'WHITE'), (1, 'WHITE'), (7, 'WHITE'), (5, 'WHITE'), (3, 'WHITE'), (9, 'WHITE'), (4, 'WHITE'), (3, 'WHITE'), (7, 'WHITE'), (7, 'WHITE'), (3, 'WHITE'), (1, 'WHITE'), (7, 'WHITE'), (2, 'WHITE'), (1, 'WHITE'), (1, 'WHITE'), (3, 'WHITE'), (1, 'WHITE'), (3, 'WHITE'), (5, 'WHITE'), (2, 'WHITE'), (2, 'WHITE'), (6, 'WHITE'), (6, 'WHITE'), (5, 'WHITE'), (1, 'WHITE'), (9, 'WHITE'), (9, 'WHITE'), (6, 'WHITE'), (7, 'WHITE'), (5, 'WHITE'), (3, 'WHITE'), (9, 'WHITE'), (7, 'RED'), (6, 'WHITE'), (9, 'WHITE'), (7, 'WHITE'), (6, 'WHITE'), (5, 'WHITE'), (6, 'WHITE'), (4, 'WHITE'), (9, 'WHITE'), (6, 'WHITE'), (1, 'WHITE'), (0, 'WHITE'), (10, 'WHITE'), (1, 'WHITE')]
34:[(7, 'WHITE'), (3, 'WHITE'), (3, 'WHITE'), (10, 'WHITE'), (3, 'WHITE'), (2, 'RED'), (7, 'WHITE'), (7, 'WHITE'), (9, 'WHITE'), (6, 'WHITE'), (10, 'WHITE'), (4, 'RED'), (10, 'WHITE'), (5, 'WHITE'), (5, 'WHITE'), (8, 'WHITE'), (0, 'WHITE'), (7, 'WHITE'), (3, 'WHITE'), (4, 'WHITE'), (4, 'WHITE'), (4, 'WHITE'), (2, 'WHITE'), (3, 'WHITE'), (7, 'WHITE'), (5, 'WHITE'), (5, 'WHITE'), (5, 'WHITE'), (1, 'RED'), (7, 'WHITE'), (2, 'WHITE'), (9, 'WHITE'), (0, 'WHITE'), (9, 'WHITE'), (0, 'WHITE'), (8, 'WHITE'), (3, 'WHITE'), (6, 'WHITE'), (6, 'RED'), (5, 'WHITE'), (4, 'RED'), (8, 'WHITE'), (8, 'WHITE'), (7, 'WHITE'), (10, 'WHITE'), (6, 'RED'), (3, 'WHITE'), (4, 'WHITE'), (2, 'WHITE'), (9, 'RED')]
35:[(3, 'WHITE'), (9, 'WHITE'), (4, 'WHITE'), (2, 'WHITE'), (9, 'WHITE'), (5, 'WHITE'), (2, 'RED'), (2, 'WHITE'), (4, 'WHITE'), (8, 'WHITE'), (7, 'RED'), (1, 'WHITE'), (3, 'RED'), (3, 'WHITE'), (5, 'WHITE'), (4, 'RED'), (6, 'WHITE'), (10, 'WHITE'), (4, 'WHITE'), (4, 'RED'), (2, 'WHITE'), (3, 'WHITE'), (0, 'WHITE'), (6, 'WHITE'), (8, 'WHITE'), (9, 'WHITE'), (2, 'WHITE'), (2, 'WHITE'), (6, 'WHITE'), (4, 'WHITE'), (2, 'WHITE'), (4, 'WHITE'), (2, 'WHITE'), (8, 'WHITE'), (3, 'WHITE'), (10, 'RED'), (5, 'WHITE'), (3, 'RED'), (8, 'WHITE'), (8, 'WHITE'), (3, 'WHITE'), (0, 'WHITE'), (8, 'WHITE'), (5, 'WHITE'), (4, 'WHITE'), (8, 'RED'), (6, 'RED'), (0, 'WHITE'), (8, 'WHITE'), (0, 'RED')]
36:[(3, 'WHITE'), (4, 'WHITE'), (9, 'WHITE'), (8, 'WHITE'), (4, 'WHITE'), (3, 'WHITE'), (7, 'WHITE'), (5, 'WHITE'), (6, 'WHITE'), (6, 'RED'), (9, 'WHITE'), (6, 'WHITE'), (5, 'WHITE'), (10, 'WHITE'), (2, 'WHITE'), (7, 'WHITE'), (10, 'WHITE'), (8, 'RED'), (0, 'WHITE'), (0, 'WHITE'), (7, 'RED'), (6, 'WHITE'), (7, 'WHITE'), (7, 'RED'), (1, 'WHITE'), (9, 'WHITE'), (10, 'WHITE'), (7, 'WHITE'), (8, 'WHITE'), (4, 'WHITE'), (5, 'WHITE'), (2, 'WHITE'), (1, 'WHITE'), (5, 'RED'), (1, 'WHITE'), (5, 'WHITE'), (0, 'WHITE'), (7, 'WHITE'), (0, 'WHITE'), (2, 'WHITE'), (9, 'WHITE'), (8, 'WHITE'), (2, 'WHITE'), (6, 'WHITE'), (5, 'WHITE'), (9, 'WHITE'), (2, 'WHITE'), (6, 'WHITE'), (4, 'WHITE'), (5, 'WHITE')]
37:[(1, 'WHITE'), (2, 'WHITE'), (2, 'RED'), (7, 'WHITE'), (0, 'WHITE'), (8, 'WHITE'), (5, 'WHITE'), (3, 'WHITE'), (6, 'WHITE'), (9, 'WHITE'), (8, 'WHITE'), (7, 'RED'), (9, 'WHITE'), (9, 'WHITE'), (4, 'WHITE'), (8, 'WHITE'), (0, 'WHITE'), (3, 'RED'), (7, 'WHITE'), (10, 'WHITE'), (4, 'WHITE'), (7, 'WHITE'), (8, 'WHITE'), (4, 'WHITE'), (1, 'WHITE'), (6, 'WHITE'), (0, 'WHITE'), (7, 'WHITE'), (3, 'WHITE'), (2, 'WHITE'), (7, 'WHITE'), (5, 'WHITE'), (4, 'WHITE'), (7, 'WHITE'), (9, 'WHITE'), (8, 'WHITE'), (2, 'WHITE'), (6, 'WHITE'), (8, 'WHITE'), (3, 'WHITE'), (7, 'WHITE'), (5, 'WHITE'), (5, 'WHITE'), (0, 'RED'), (6, 'WHITE'), (2, 'WHITE'), (0, 'RED'), (2, 'WHITE'), (1, 'RED'), (4, 'WHITE')]
38:[(6, 'WHITE'), (4, 'WHITE'), (3, 'WHITE'), (3, 'WHITE'), (4, 'WHITE'), (0, 'WHITE'), (9, 'WHITE'), (4, 'WHITE'), (7, 'WHITE'), (5, 'WHITE'), (6, 'WHITE'), (7, 'WHITE'), (1, 'WHITE'), (1, 'WHITE'), (7, 'WHITE'), (7, 'WHITE'), (4, 'WHITE'), (3, 'WHITE'), (1, 'WHITE'), (1, 'WHITE'), (6, 'WHITE'), (2, 'WHITE'), (2, 'WHITE'), (5, 'WHITE'), (5, 'RED'), (8, 'WHITE'), (7, 'WHITE'), (5, 'WHITE'), (1, 'WHITE'), (3, 'WHITE'), (4, 'WHITE'), (4, 'WHITE'), (10, 'WHITE'), (4, 'WHITE'), (0, 'WHITE'), (10, 'WHITE'), (1, 'WHITE'), (4, 'WHITE'), (8, 'WHITE'), (1, 'WHITE'), (7, 'WHITE'), (4, 'RED'), (9, 'RED'), (6, 'WHITE'), (7, 'WHITE'), (10, 'WHITE'), (9, 'WHITE'), (6, 'WHITE'), (6, 'WHITE'), (10, 'WHITE')]
39:[(6, 'WHITE'), (4, 'WHITE'), (4, 'WHITE'), (8, 'WHITE'), (10, 'WHITE'), (9, 'WHITE'), (2, 'WHITE'), (1, 'RED'), (4, 'WHITE'), (3, 'WHITE'), (5, 'RED'), (9, 'WHITE'), (3, 'WHITE'), (1, 'WHITE'), (6, 'WHITE'), (2, 'WHITE'), (5, 'WHITE'), (10, 'WHITE'), (10, 'WHITE'), (7, 'WHITE'), (1, 'WHITE'), (9, 'WHITE'), (6, 'WHITE'), (9, 'WHITE'), (5, 'WHITE'), (4, 'WHITE'), (5, 'WHITE'), (7, 'WHITE'), (0, 'WHITE'), (1, 'WHITE'), (6, 'WHITE'), (10, 'WHITE'), (6, 'WHITE'), (6, 'WHITE'), (7, 'WHITE'), (6, 'WHITE'), (3, 'WHITE'), (5, 'WHITE'), (4, 'WHITE'), (10, 'WHITE'), (5, 'WHITE'), (3, 'WHITE'), (3, 'RED'), (7, 'WHITE'), (2, 'WHITE'), (7, 'WHITE'), (4, 'RED'), (8, 'WHITE'), (3, 'WHITE'), (2, 'WHITE')]
40:[(6, 'WHITE'), (8, 'WHITE'), (6, 'WHITE'), (10, 'WHITE'), (10, 'RED'), (7, 'WHITE'), (9, 'WHITE'), (2, 'WHITE'), (7, 'WHITE'), (0, 'WHITE'), (9, 'WHITE'), (4, 'WHITE'), (2, 'RED'), (2, 'WHITE'), (1, 'WHITE'), (2, 'WHITE'), (9, 'WHITE'), (1, 'WHITE'), (1, 'WHITE'), (3, 'RED'), (8, 'WHITE'), (3, 'WHITE'), (7, 'WHITE'), (0, 'RED'), (5, 'WHITE'), (6, 'RED'), (5, 'WHITE'), (3, 'WHITE'), (9, 'WHITE'), (0, 'WHITE'), (8, 'WHITE'), (8, 'WHITE'), (0, 'WHITE'), (7, 'WHITE'), (6, 'WHITE'), (3, 'WHITE'), (6, 'WHITE'), (2, 'WHITE'), (3, 'WHITE'), (0, 'RED'), (6, 'WHITE'), (6, 'WHITE'), (3, 'WHITE'), (4, 'WHITE'), (8, 'RED'), (4, 'RED'), (4, 'WHITE'), (2, 'WHITE'), (1, 'WHITE'), (4, 'WHITE')]
41:[(2, 'WHITE'), (9, 'WHITE'), (8, 'RED'), (1, 'WHITE'), (9, 'WHITE'), (4, 'RED'), (8, 'RED'), (0, 'WHITE'), (9, 'WHITE'), (1, 'WHITE'), (5, 'WHITE'), (8, 'WHITE'), (2, 'WHITE'), (4, 'WHITE'), (1, 'WHITE'), (6, 'WHITE'), (3, 'RED'), (10, 'WHITE'), (0, 'WHITE'), (3, 'WHITE'), (0, 'WHITE'), (10, 'WHITE'), (5, 'WHITE'), (7, 'WHITE'), (4, 'WHITE'), (6, 'WHITE'), (3, 'WHITE'), (1, 'WHITE'), (2, 'WHITE'), (7, 'WHITE'), (6, 'WHITE'), (10, 'WHITE'), (7, 'RED'), (2, 'WHITE'), (4, 'WHITE'), (3, 'WHITE'), (6, 'WHITE'), (0, 'WHITE'), (8, 'WHITE'), (5, 'WHITE'), (10, 'WHITE'), (10, 'WHITE'), (7, 'WHITE'), (10, 'WHITE'), (1, 'WHITE'), (5, 'WHITE'), (1, 'WHITE'), (10, 'WHITE'), (3, 'WHITE'), (6, 'WHITE')]
42:[(2, 'WHITE'), (4, 'WHITE'), (10, 'WHITE'), (3, 'RED'), (7, 'WHITE'), (10, 'WHITE'), (7, 'RED'), (0, 'WHITE'), (0, 'WHITE'), (0, 'WHITE'), (7, 'WHITE'), (4, 'WHITE'), (4, 'WHITE'), (1, 'WHITE'), (7, 'WHITE'), (3, 'WHITE'), (7, 'WHITE'), (0, 'WHITE'), (5, 'WHITE'), (8, 'WHITE'), (4, 'WHITE'), (7, 'WHITE'), (10, 'WHITE'), (0, 'RED'), (10, 'WHITE'), (9, 'WHITE'), (4, 'WHITE'), (9, 'WHITE'), (5, 'WHITE'), (10, 'WHITE'), (6, 'WHITE'), (5, 'WHITE'), (3, 'WHITE'), (5, 'WHITE'), (3, 'RED'), (4, 'WHITE'), (9, 'WHITE'), (7, 'WHITE'), (3, 'WHITE'), (4, 'WHITE'), (4, 'WHITE'), (5, 'WHITE'), (7, 'WHITE'), (7, 'WHITE'), (7, 'WHITE'), (6, 'WHITE'), (9, 'WHITE'), (5, 'WHITE'), (8, 'WHITE'), (1, 'WHITE')]
43:[(7, 'WHITE'), (1, 'WHITE'), (0, 'WHITE'), (8, 'WHITE'), (4, 'WHITE'), (6, 'WHITE'), (1, 'WHITE'), (3, 'WHITE'), (2, 'WHITE'), (10, 'WHITE'), (0, 'WHITE'), (5, 'WHITE'), (6, 'WHITE'), (2, 'WHITE'), (10, 'WHITE'), (6, 'WHITE'), (9, 'WHITE'), (7, 'WHITE'), (1, 'WHITE'), (7, 'WHITE'), (8, 'WHITE'), (7, 'WHITE'), (5, 'WHITE'), (2, 'WHITE'), (8, 'WHITE'), (4, 'WHITE'), (0, 'WHITE'), (8, 'WHITE'), (8, 'WHITE'), (0, 'RED'), (0, 'WHITE'), (3, 'WHITE'), (9, 'WHITE'), (5, 'WHITE'), (9, 'RED'), (10, 'WHITE'), (4, 'WHITE'), (10, 'WHITE'), (2, 'WHITE'), (2, 'WHITE'), (9, 'WHITE'), (0, 'WHITE'), (10, 'RED'), (4, 'WHITE'), (4, 'WHITE'), (7, 'WHITE'), (2, 'WHITE'), (6, 'WHITE'), (5, 'WHITE'), (10, 'WHITE')]
44:[(3, 'WHITE'), (3, 'RED'), (2, 'WHITE'), (1, 'WHITE'), (5, 'RED'), (4, 'WHITE'), (4, 'WHITE'), (10, 'WHITE'), (6, 'RED'), (0, 'WHITE'), (8, 'WHITE'), (9, 'RED'), (5, 'WHITE'), (10, 'WHITE'), (6, 'RED'), (1, 'WHITE'), (3, 'WHITE'), (8, 'WHITE'), (8, 'RED'), (1, 'RED'), (2, 'WHITE'), (2, 'WHITE'), (8, 'WHITE'), (5, 'WHITE'), (1, 'WHITE'), (10, 'WHITE'), (2, 'WHITE'), (1, 'WHITE'), (8, 'WHITE'), (5, 'WHITE'), (9, 'WHITE'), (7, 'WHITE'), (2, 'WHITE'), (0, 'WHITE'), (8, 'WHITE'), (3, 'WHITE'), (4, 'WHITE'), (2, 'WHITE'), (3, 'WHITE'), (9, 'WHITE'), (1, 'WHITE'), (0, 'WHITE'), (9, 'WHITE'), (10, 'WHITE'), (4, 'WHITE'), (0, 'WHITE'), (5, 'WHITE'), (5, 'WHITE'), (3, 'WHITE'), (7, 'WHITE')]
45:[(1, 'WHITE'), (9, 'WHITE'), (3, 'WHITE'), (8, 'WHITE'), (5, 'RED'), (9, 'WHITE'), (6, 'WHITE'), (0, 'WHITE'), (10, 'WHITE'), (4, 'RED'), (6, 'WHITE'), (4, 'WHITE'), (10, 'WHITE'), (6, 'WHITE'), (10, 'WHITE'), (10, 'WHITE'), (9, 'WHITE'), (8, 'WHITE'), (10, 'WHITE'), (6, 'WHITE'), (3, 'WHITE'), (1, 'WHITE'), (7, 'WHITE'), (4, 'WHITE'), (0, 'WHITE'), (8, 'WHITE'), (1, 'WHITE'), (0, 'WHITE'), (3, 'WHITE'), (6, 'WHITE'), (6, 'WHITE'), (10, 'WHITE'), (4, 'WHITE'), (9, 'WHITE'), (7, 'WHITE'), (6, 'WHITE'), (0, 'WHITE'), (4, 'WHITE'), (3, 'WHITE'), (5, 'WHITE'), (10, 'WHITE'), (8, 'WHITE'), (5, 'WHITE'), (3, 'WHITE'), (0, 'WHITE'), (0, 'WHITE'), (2, 'WHITE'), (0, 'RED'), (2, 'WHITE'), (8, 'WHITE')]
46:[(10, 'RED'), (1, 'WHITE'), (9, 'WHITE'), (3, 'WHITE'), (7, 'WHITE'), (3, 'WHITE'), (7, 'WHITE'), (0, 'WHITE'), (8, 'WHITE'), (8, 'WHITE'), (5, 'WHITE'), (9, 'WHITE'), (8, 'WHITE'), (3, 'WHITE'), (9, 'WHITE'), (8, 'WHITE'), (0, 'WHITE'), (1, 'WHITE'), (9, 'WHITE'), (4, 'WHITE'), (3, 'WHITE'), (6, 'WHITE'), (10, 'WHITE'), (0, 'WHITE'), (0, 'WHITE'), (3, 'WHITE'), (6, 'WHITE'), (9, 'WHITE'), (5, 'WHITE'), (9, 'WHITE'), (6, 'WHITE'), (8, 'WHITE'), (0, 'WHITE'), (9, 'WHITE'), (7, 'WHITE'), (1, 'WHITE'), (1, 'WHITE'), (3, 'WHITE'), (6, 'WHITE'), (6, 'WHITE'), (7, 'WHITE'), (1, 'WHITE'), (3, 'WHITE'), (3, 'WHITE'), (2, 'WHITE'), (10, 'WHITE'), (10, 'RED'), (0, 'WHITE'), (1, 'WHITE'), (10, 'WHITE')]
47:[(1, 'WHITE'), (0, 'WHITE'), (5, 'RED'), (8, 'WHITE'), (0, 'RED'), (6, 'WHITE'), (2, 'WHITE'), (5, 'WHITE'), (8, 'WHITE'), (10, 'WHITE'), (10, 'WHITE'), (8, 'WHITE'), (1, 'WHITE'), (10, 'WHITE'), (5, 'WHITE'), (8, 'WHITE'), (10, 'RED'), (8, 'WHITE'), (10, 'WHITE'), (7, 'RED'), (2, 'WHITE'), (5, 'WHITE'), (7, 'WHITE'), (6, 'WHITE'), (5, 'WHITE'), (7, 'WHITE'), (2, 'WHITE'), (8, 'WHITE'), (4, 'WHITE'), (5, 'WHITE'), (0, 'WHITE'), (2, 'WHITE'), (10, 'WHITE'), (2, 'WHITE'), (6, 'WHITE'), (0, 'WHITE'), (2, 'WHITE'), (3, 'WHITE'), (6, 'WHITE'), (2, 'WHITE'), (8, 'WHITE'), (9, 'WHITE'), (0, 'WHITE'), (10, 'WHITE'), (8, 'WHITE'), (6, 'WHITE'), (4, 'WHITE'), (4, 'RED'), (6, 'RED'), (3, 'WHITE')]
48:[(9, 'WHITE'), (3, 'WHITE'), (1, 'WHITE'), (5, 'WHITE'), (3, 'WHITE'), (3, 'WHITE'), (10, 'WHITE'), (1, 'WHITE'), (4, 'WHITE'), (0, 'WHITE'), (3, 'WHITE'), (1, 'RED'), (2, 'WHITE'), (2, 'WHITE'), (0, 'WHITE'), (10, 'WHITE'), (9, 'WHITE'), (3, 'WHITE'), (8, 'WHITE'), (6, 'WHITE'), (8, 'WHITE'), (5, 'WHITE'), (3, 'WHITE'), (6, 'WHITE'), (10, 'WHITE'), (6, 'WHITE'), (3, 'WHITE'), (3, 'WHITE'), (2, 'WHITE'), (5, 'WHITE'), (6, 'WHITE'), (8, 'WHITE'), (7, 'WHITE'), (3, 'WHITE'), (0, 'WHITE'), (7, 'WHITE'), (2, 'WHITE'), (9, 'WHITE'), (4, 'RED'), (2, 'WHITE'), (2, 'WHITE'), (4, 'WHITE'), (10, 'WHITE'), (1, 'WHITE'), (9, 'WHITE'), (6, 'WHITE'), (8, 'WHITE'), (3, 'WHITE'), (7, 'WHITE'), (7, 'RED')]
